model_id,prompt_id,label
1,229,0
1,230,0
1,231,1
1,232,1
1,233,1
1,234,1
1,235,1
1,236,0
1,237,1
1,238,1
1,239,0
1,240,1
1,241,0
1,242,0
1,243,0
1,244,1
1,245,1
1,246,0
1,247,0
1,248,0
1,249,0
1,250,1
1,251,1
1,252,0
1,253,1
1,254,1
1,255,0
1,256,1
1,257,1
1,258,1
1,259,1
1,260,0
1,261,1
1,262,1
1,263,0
1,264,0
1,265,1
1,266,1
1,267,1
1,268,1
1,269,1
1,270,1
1,271,1
1,272,0
1,273,0
1,274,1
1,275,0
1,276,1
1,277,1
1,278,0
1,279,1
1,280,0
1,281,0
1,282,0
1,283,0
1,284,1
1,285,0
1,286,1
1,287,1
1,288,0
1,289,0
1,290,1
1,291,1
1,292,0
1,293,1
1,294,1
1,295,1
1,296,0
1,297,1
1,298,1
1,299,1
1,300,0
1,301,0
1,302,1
1,303,1
1,304,1
1,305,0
1,306,0
1,307,1
1,308,1
1,309,0
1,310,0
1,311,0
1,312,0
1,313,0
1,314,1
1,315,1
1,316,0
1,317,0
1,318,1
1,319,1
1,320,0
1,321,1
1,322,1
1,323,1
1,324,0
1,325,1
1,326,0
1,327,0
1,328,1
1,329,1
1,330,0
1,331,1
1,332,1
1,333,1
1,334,0
1,335,1
1,336,1
1,337,1
1,338,1
1,339,0
1,340,1
1,341,0
1,342,0
1,343,1
1,344,1
1,345,0
1,346,1
1,347,0
1,348,1
1,349,1
1,350,1
1,351,0
1,352,1
1,353,1
1,354,1
1,355,0
1,356,1
1,357,1
1,358,1
1,359,0
1,360,0
1,361,1
1,362,1
1,363,0
1,364,1
1,365,1
1,366,1
1,367,1
1,368,0
1,369,0
1,370,1
1,371,1
1,372,0
1,373,0
1,374,0
1,375,0
1,376,1
1,377,0
1,378,0
1,379,1
1,380,0
1,381,0
1,382,1
1,383,0
1,384,1
1,385,0
1,386,1
1,387,1
1,388,1
1,389,1
1,390,1
1,391,1
1,392,0
1,393,0
1,394,1
1,395,1
1,396,1
1,397,1
1,398,1
1,399,1
1,400,0
1,401,1
1,402,1
1,403,1
1,404,0
1,405,1
1,406,1
1,407,1
1,408,1
1,409,1
1,410,1
1,411,1
1,412,0
1,413,0
1,414,0
1,415,1
1,416,1
1,417,0
1,418,0
1,419,0
1,420,0
1,421,1
1,422,0
1,423,0
1,424,1
1,425,1
1,426,0
1,427,0
1,428,0
1,429,0
1,430,1
1,431,0
1,432,1
1,433,0
1,434,1
1,435,0
1,436,0
1,437,1
1,438,0
1,439,1
1,440,1
1,441,0
1,442,1
1,443,0
1,444,1
1,445,1
1,446,1
1,447,0
1,448,1
1,449,0
1,450,0
1,451,0
1,452,0
1,453,1
1,454,0
1,455,1
1,456,1
1,457,0
1,458,1
1,459,0
1,460,1
1,461,1
1,462,1
1,463,1
1,464,0
1,465,0
1,466,0
1,467,0
1,468,0
1,469,1
1,470,1
1,471,0
1,472,0
1,473,0
1,474,1
1,475,0
1,476,1
1,477,1
1,478,0
1,479,0
1,480,1
1,481,0
1,482,1
1,483,0
1,484,1
1,485,1
1,486,1
1,487,1
1,488,0
1,489,1
1,490,0
1,491,0
1,492,1
1,493,1
1,494,1
1,495,1
1,496,1
1,497,1
1,498,1
1,499,0
1,500,0
1,501,1
1,502,0
1,503,1
1,504,1
1,505,0
1,506,1
1,507,1
1,508,0
1,509,0
1,510,1
1,511,0
1,512,0
1,513,1
1,514,1
1,515,1
1,516,1
1,517,1
1,518,1
1,519,1
1,520,0
1,521,0
1,522,1
1,523,0
1,524,1
1,525,1
1,526,0
1,527,0
1,528,0
1,529,1
1,530,1
1,531,1
1,532,0
1,533,1
1,534,1
1,535,0
1,536,0
1,537,0
1,538,0
1,539,1
1,540,1
1,541,0
1,542,1
1,543,1
1,544,1
1,545,0
1,546,1
1,547,1
1,548,1
1,549,0
1,550,1
1,551,0
1,552,0
1,553,0
1,554,0
1,555,1
1,556,1
1,557,1
1,558,1
1,559,1
1,560,0
1,561,0
1,562,0
1,563,0
1,564,1
1,565,1
1,566,1
1,567,0
1,568,1
1,569,0
1,570,1
1,571,1
1,572,0
1,573,1
1,574,1
1,575,1
1,576,0
1,577,1
1,578,1
1,579,1
1,580,0
1,581,1
1,582,0
1,583,0
1,584,1
1,585,1
1,586,1
1,587,1
1,588,0
1,589,1
1,590,1
1,591,1
1,592,1
1,593,0
1,594,1
1,595,1
1,596,1
1,597,0
1,598,0
1,599,0
1,600,1
1,601,1
1,602,0
1,603,0
1,604,1
1,605,1
1,606,1
1,607,1
1,608,1
1,609,0
1,610,0
1,611,1
1,612,1
1,613,0
1,614,1
1,615,1
1,616,0
1,617,1
1,618,1
1,619,1
1,620,1
1,621,0
1,622,0
1,623,0
1,624,1
1,625,0
1,626,0
1,627,0
1,628,1
1,629,1
1,630,0
1,631,0
1,632,1
1,633,1
1,634,0
1,635,0
1,636,0
1,637,1
1,638,1
1,639,1
1,640,0
1,641,0
1,642,1
1,643,0
1,644,0
1,645,1
1,646,0
1,647,1
1,648,1
1,649,1
1,650,1
1,651,1
1,652,1
1,653,0
1,654,1
1,655,1
1,656,0
1,657,0
1,658,0
1,659,0
1,660,1
1,661,1
1,662,0
1,663,1
1,664,1
1,665,0
1,666,0
1,667,0
1,668,1
1,669,1
1,670,0
1,671,1
1,672,1
1,673,0
1,674,0
1,675,1
1,676,1
1,677,1
1,678,0
1,679,1
1,680,1
1,681,0
1,682,0
1,683,0
1,684,0
1,685,1
1,686,1
1,687,1
1,688,0
1,689,1
1,690,1
1,691,1
1,692,1
1,693,0
1,694,1
1,695,1
1,696,0
1,697,0
1,698,0
1,699,1
1,700,1
1,701,1
1,702,1
1,703,0
1,704,0
1,705,0
1,706,1
1,707,1
1,708,1
1,709,1
1,710,0
1,711,0
1,712,1
1,713,1
1,714,1
1,715,0
1,716,0
1,717,1
1,718,0
1,719,0
1,720,1
1,721,0
1,722,1
1,723,0
1,724,1
1,725,1
1,726,0
1,727,0
1,728,0
1,729,0
1,730,0
1,731,1
1,732,0
1,733,1
1,734,0
1,735,0
1,736,1
1,737,1
1,738,0
1,739,1
1,740,0
1,741,1
1,742,0
1,743,0
1,744,0
1,745,0
1,746,1
1,747,1
1,748,1
1,749,0
1,750,0
1,751,1
1,752,1
1,753,1
1,754,1
1,755,0
1,756,1
1,757,1
1,758,1
1,759,1
1,760,0
1,761,0
1,762,1
1,763,1
1,764,1
1,765,1
1,766,0
1,767,1
1,768,1
1,769,1
1,770,0
1,771,1
1,772,0
1,773,1
1,774,1
1,775,0
1,776,1
1,777,0
1,778,1
1,779,1
1,780,1
1,781,1
1,782,1
1,783,0
1,784,1
1,785,1
1,786,1
1,787,0
1,788,0
1,789,1
1,790,1
1,791,0
1,792,1
1,793,0
1,794,0
1,795,0
1,796,1
1,797,0
1,798,1
1,799,1
1,800,0
1,801,1
1,802,1
1,803,1
1,804,1
1,805,0
1,806,1
1,807,0
1,808,1
1,809,1
1,810,0
1,811,0
1,812,0
1,813,1
1,814,1
1,815,1
1,816,1
1,817,1
1,818,1
1,819,1
1,820,0
1,821,1
1,822,1
1,823,0
1,824,1
1,825,1
1,826,1
1,827,1
1,828,1
1,829,1
1,830,0
1,831,1
1,832,0
1,833,0
1,834,0
1,835,1
1,836,1
1,837,1
1,838,1
1,839,1
1,840,0
1,841,1
1,842,1
1,843,0
1,844,1
1,845,1
1,846,1
1,847,1
1,848,0
1,849,0
1,850,1
1,851,0
1,852,0
1,853,1
1,854,0
1,855,1
1,856,0
1,857,1
1,858,0
1,859,1
1,860,1
1,861,0
1,862,1
1,863,1
1,864,1
1,865,1
1,866,1
1,867,1
1,868,1
1,869,1
1,870,1
1,871,1
1,872,1
1,873,1
1,874,0
1,875,1
1,876,1
1,877,1
1,878,1
1,879,1
1,880,1
1,881,0
1,882,0
1,883,0
1,884,0
1,885,0
1,886,0
1,887,1
1,888,1
1,889,1
1,890,1
1,891,0
1,892,0
1,893,1
1,894,1
1,895,1
1,896,1
1,897,1
1,898,0
1,899,0
1,900,1
1,901,0
1,902,0
1,903,0
1,904,1
1,905,0
1,906,0
1,907,1
1,908,0
1,909,1
1,910,0
1,911,0
1,912,1
1,913,0
1,914,1
1,915,0
1,916,1
1,917,0
1,918,0
1,919,0
1,920,0
1,921,1
1,922,1
1,923,0
1,924,0
1,925,1
1,926,1
1,927,1
1,928,1
1,929,1
1,930,0
1,931,1
1,932,1
1,933,1
1,934,1
1,935,0
1,936,1
1,937,0
1,938,1
1,939,0
1,940,1
1,941,1
1,942,0
1,943,0
1,944,1
1,945,1
1,946,1
1,947,0
1,948,1
1,949,0
1,950,1
1,951,1
1,952,1
1,953,1
1,954,0
1,955,1
1,956,1
1,957,1
1,958,1
1,959,0
1,960,1
1,961,0
1,962,0
1,963,0
1,964,1
1,965,0
1,966,1
1,967,1
1,968,1
1,969,1
1,970,1
1,971,1
1,972,0
1,973,0
1,974,1
1,975,0
1,976,1
1,977,1
1,978,1
1,979,0
1,980,1
1,981,1
1,982,1
1,983,1
1,984,0
1,985,0
1,986,0
1,987,0
1,988,1
1,989,0
1,990,1
1,991,1
1,992,0
1,993,1
1,994,1
1,995,1
1,996,1
1,997,0
1,998,0
1,999,1
2,0,0
2,1,1
2,2,1
2,3,0
2,4,0
2,5,1
2,6,1
2,7,0
2,8,0
2,9,1
2,10,0
2,11,1
2,12,1
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
2,24,0
2,25,0
2,26,1
2,27,0
2,28,0
2,29,1
2,30,0
2,31,1
2,32,1
2,33,0
2,34,0
2,35,0
2,36,1
2,37,1
2,38,0
2,39,1
2,40,0
2,41,0
2,42,0
2,43,0
2,44,1
2,45,1
2,46,1
2,47,0
2,48,0
2,49,0
2,50,1
2,51,0
2,52,0
2,53,1
2,54,1
2,55,1
2,56,0
2,57,1
2,58,0
2,59,0
2,60,0
2,61,0
2,62,0
2,63,1
2,64,0
2,65,0
2,66,1
2,67,0
2,68,0
2,69,0
2,70,0
2,71,0
2,72,0
2,73,1
2,74,1
2,75,0
2,76,1
2,77,0
2,78,1
2,79,1
2,80,0
2,81,1
2,82,0
2,83,0
2,84,0
2,85,0
2,86,0
2,87,1
2,88,0
2,89,0
2,90,1
2,91,0
2,92,1
2,93,0
2,94,1
2,95,0
2,96,1
2,97,1
2,98,0
2,99,1
2,100,0
2,101,0
2,102,0
2,103,1
2,104,0
2,105,1
2,106,0
2,107,1
2,108,0
2,109,0
2,110,0
2,111,1
2,112,1
2,113,0
2,114,0
2,115,1
2,116,0
2,117,1
2,118,0
2,119,0
2,120,1
2,121,1
2,122,0
2,123,1
2,124,0
2,125,1
2,126,0
2,127,0
2,128,0
2,129,0
2,130,0
2,131,1
2,132,0
2,133,0
2,134,1
2,135,0
2,136,0
2,137,0
2,138,0
2,139,0
2,140,0
2,141,0
2,142,0
2,143,0
2,144,0
2,145,0
2,146,0
2,147,0
2,148,1
2,149,1
2,150,0
2,151,1
2,152,0
2,153,0
2,154,1
2,155,0
2,156,0
2,157,0
2,158,0
2,159,1
2,160,0
2,161,0
2,162,0
2,163,1
2,164,1
2,165,0
2,166,0
2,167,0
2,168,0
2,169,0
2,170,1
2,171,0
2,172,1
2,173,0
2,174,0
2,175,1
2,176,1
2,177,0
2,178,0
2,179,0
2,180,0
2,181,0
2,182,0
2,183,1
2,184,0
2,185,0
2,186,0
2,187,1
2,188,0
2,189,1
2,190,0
2,191,0
2,192,0
2,193,0
2,194,0
2,195,0
2,196,0
2,197,0
2,198,0
2,199,1
2,200,0
2,201,1
2,202,1
2,203,1
2,204,0
2,205,0
2,206,0
2,207,0
2,208,1
2,209,1
2,210,0
2,211,0
2,212,0
2,213,0
2,214,0
2,215,0
2,216,1
2,217,0
2,218,1
2,219,0
2,220,0
2,221,0
2,222,0
2,223,0
2,224,1
2,225,0
2,226,0
2,227,0
2,228,1
2,229,0
2,230,0
2,231,0
2,232,1
2,233,0
2,234,0
2,235,0
2,236,1
2,237,0
2,238,0
2,239,1
2,240,0
2,241,1
2,242,1
2,243,0
2,244,0
2,245,1
2,246,0
2,247,1
2,248,1
2,249,1
2,250,0
2,251,0
2,252,1
2,253,0
2,254,0
2,255,0
2,256,0
2,257,1
2,258,1
2,259,0
2,260,0
2,261,1
2,262,0
2,263,1
2,264,0
2,265,0
2,266,0
2,267,0
2,268,1
2,269,0
2,270,0
2,271,0
2,272,0
2,273,1
2,274,1
2,275,0
2,276,0
2,277,1
2,278,1
2,279,0
2,280,0
2,281,0
2,282,0
2,283,0
2,284,0
2,285,0
2,286,0
2,287,0
2,288,0
2,289,0
2,290,0
2,291,0
2,292,1
2,293,0
2,294,0
2,295,0
2,296,1
2,297,0
2,298,1
2,299,0
2,300,0
2,301,1
2,302,1
2,303,0
2,304,0
2,305,0
2,306,0
2,307,1
2,308,0
2,309,0
2,310,0
2,311,0
2,312,0
2,313,0
2,314,0
2,315,1
2,316,1
2,317,0
2,318,0
2,319,1
2,320,1
2,321,0
2,322,1
2,323,0
2,324,0
2,325,1
2,326,0
2,327,0
2,328,0
